StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientCity,RecipientCountry,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q10_70_TEXT,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,gc
10/10/22 9:45,10/10/22 9:50,0,100,275,1,10/10/22 9:50,R_26eChyj7bCXsnge,Boston,United States,4,3,1,4,4,4,2,3,2,31,,4,5,3,5,4,4,5,5,5,4,6,4,6,6,4,4,5,6,2,9,13,,177,1
10/5/22 15:04,10/10/22 9:53,0,100,413334,1,10/10/22 9:53,R_0dH4820DwMqnpMl,New York,United States,4,2,5,2,2,2,1,1,1,31,,4,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,9,13,The value Biogen places on data is unclear.,174,1
10/10/22 9:56,10/10/22 10:01,0,100,349,1,10/10/22 10:01,R_1lavQgcwhQyCfgg,Boston,United States,5,3,3,2,2,2,2,2,1,31,,2,2,6,6,6,6,6,6,1,3,6,3,6,6,3,3,6,2,6,8,13,,175,1
10/10/22 9:54,10/10/22 10:11,0,100,1035,1,10/10/22 10:11,R_1rJnGWtFj9UROm2,Manchester,United Kingdom,3,3,4,4,4,3,2,2,2,31,,4,4,2,2,4,2,4,4,4,4,2,4,3,3,3,5,5,3,3,11,14,,180,1
10/7/22 9:00,10/10/22 10:27,0,100,264404,1,10/10/22 10:27,R_1FlgY3jCfkLlyKc,Secaucus,United States,3,5,4,5,5,3,5,5,4,31,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,3,10,13,"For data requests outside the owner's function, please allow certain amount of time for the owner to evaluate whether the data could be shared, and to clean data into a standard format.",177,1
10/10/22 10:58,10/10/22 11:02,0,100,236,1,10/10/22 11:02,R_9mm8iWrxsZ7IY6J,Boston,United States,3,3,5,3,2,2,2,3,2,31,,2,4,3,4,4,4,5,5,2,2,2,3,6,6,4,4,5,4,2,9,13,,177,1
10/10/22 11:05,10/10/22 11:11,0,100,349,1,10/10/22 11:11,R_1LFnE1wl6bOJiZj,Wilmington,United States,4,4,1,5,5,4,4,4,4,31,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,10,13,,177,1
10/10/22 12:06,10/10/22 12:15,0,100,518,1,10/10/22 12:15,R_31GkuU3NnAddUiK,Boston,United States,3,1,3,4,4,4,4,2,2,31,,4,4,6,6,4,6,6,6,6,6,6,4,4,4,3,4,4,4,6,9,11,,176,1
10/10/22 13:35,10/10/22 14:01,0,100,1554,1,10/10/22 14:01,R_2dKD1vSgex9T5rv,New York,United States,4,4,3,4,4,3,2,2,1,31,,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,4,3,3,1,9,13,,127,1
10/10/22 11:33,10/10/22 14:52,0,100,11968,1,10/10/22 14:52,R_3NXsHsbYHwn93OD,Boston,United States,3,1,2,4,2,2,3,3,3,31,,2,2,6,6,6,6,2,2,2,5,3,4,6,6,3,4,6,3,2,7,14,n/a,180,1
10/10/22 9:54,10/10/22 15:32,0,100,20297,1,10/10/22 15:32,R_3h4KscT3oSVLsmv,Arlington,United States,4,3,4,4,4,3,4,4,4,31,,4,4,3,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,11,13,NA,177,1
10/10/22 9:24,10/11/22 1:25,0,100,57673,1,10/11/22 1:25,R_1plAXSg6LPwLfoP,Zhengzhou,China,3,3,1,3,3,3,3,3,3,31,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,2,10,13,,177,1
10/11/22 9:30,10/11/22 9:50,0,100,1213,1,10/11/22 9:50,R_2DS3BlwWNK7fvn4,Boston,United States,3,1,1,3,4,3,3,3,3,31,,4,4,6,6,6,6,6,6,5,6,6,4,6,6,3,3,5,4,2,9,14,,173,1
10/11/22 9:47,10/11/22 9:57,0,100,553,1,10/11/22 9:57,R_1hF5N6zhmv5U0lD,Boston,United States,4,4,5,5,5,3,5,5,4,31,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,6,4,10,13,,177,1
10/4/22 10:28,10/4/22 10:33,0,52,300,0,10/11/22 10:33,R_3hmCvi0aESnRxNE,,,3,2,1,2,3,3,3,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/22 11:46,10/4/22 11:48,0,52,148,0,10/11/22 11:48,R_2pYUpwyGgj2bwRT,,,5,5,3,5,3,4,1,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/22 5:59,10/5/22 6:03,0,52,274,0,10/12/22 6:04,R_2B3bMP4ucjN7MEl,,,3,3,3,3,3,2,2,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/22 8:34,10/14/22 8:38,0,100,249,1,10/14/22 8:38,R_2xF9NZQNLYdYYmi,Paris,France,4,4,3,3,4,3,1,2,2,31,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,8,11,no,196,1
10/14/22 11:50,10/14/22 12:03,0,100,769,1,10/14/22 12:03,R_rrufBStFeCc4wtr,Holly Springs,United States,3,4,3,4,4,3,4,2,2,31,,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,10,13,,176,1
10/4/22 9:52,10/4/22 10:00,0,100,472,1,10/4/22 10:00,R_1ztZOnliZEW10jf,Watertown,United States,4,1,3,2,2,2,1,1,1,32,,1,1,2,2,2,2,2,2,2,5,1,4,3,6,2,3,6,2,1,7,13,"you need one central place to look up information, this goes literally for every single part of the company. It's very hard to even just find the holiday schedule or maternity leave policy, it's harder to figure out how to store your information, if you want to share it's a disaster because you need different ways for internal and external collaborators, and the people who set all this up speak their own lingo and do not understand that the terms they use on their (many!!) forms have no meaning to the average person that just started working here. Everything is just very hard!",175,1
9/23/22 12:37,9/23/22 12:41,0,100,230,1,9/23/22 12:41,R_pLE0irov36cbqBX,Washington,United States,2,1,3,4,3,3,3,3,2,33,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,9,11,,114,1
9/27/22 13:38,9/27/22 13:50,0,100,738,1,9/27/22 13:50,R_XSLOdeLIYWdSWbf,Arlington,United States,5,3,5,4,2,2,2,3,3,33,,2,2,2,2,2,6,6,6,6,4,4,4,4,6,3,1,3,4,3,8,12,,177,1
10/3/22 11:09,10/3/22 11:20,0,100,679,1,10/3/22 11:20,R_2fJ9LCmF3PR3DAm,Fitchburg,United States,5,5,2,5,4,3,4,4,3,33,,5,5,5,5,5,6,6,6,6,6,5,5,5,5,4,5,5,5,1,10,11,,177,1
10/3/22 11:27,10/3/22 11:31,0,100,289,1,10/3/22 11:31,R_28HitwFj0Zamo3Z,Washington,United States,2,2,2,2,2,2,1,2,1,33,,2,2,6,2,2,6,2,2,2,2,2,2,2,2,3,2,3,2,2,7,14,,176,1
10/3/22 11:54,10/3/22 12:01,0,100,423,1,10/3/22 12:01,R_3qkPRctrNJx5O9g,Boston,United States,2,1,4,1,2,1,1,2,1,33,,2,2,1,5,2,4,5,5,4,4,6,3,2,6,2,2,6,2,1,7,14,,128,1
10/3/22 12:18,10/3/22 12:25,0,100,422,1,10/3/22 12:25,R_2UbgxSJ4q1pPe5m,Washington,United States,2,1,2,3,2,2,2,2,2,33,,3,3,1,3,2,3,2,2,2,2,2,2,2,2,3,3,3,5,1,7,14,,175,1
10/3/22 13:10,10/3/22 13:16,0,100,355,1,10/3/22 13:16,R_Q6xKu309ebL4cRb,New York,United States,2,3,2,3,3,2,2,2,2,33,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,9,14,,177,1
10/3/22 16:33,10/3/22 16:40,0,100,455,1,10/3/22 16:40,R_3rHwTLOYJNQjBEz,Scottsdale,United States,5,5,3,5,2,4,2,1,1,33,,2,1,4,4,4,4,5,5,5,5,5,5,5,5,3,4,4,3,3,9,14,No Comments,177,1
10/4/22 0:12,10/4/22 0:20,0,100,480,1,10/4/22 0:20,R_6V78Sd5PKc04Om5,Milan,Italy,3,4,1,5,3,3,3,3,2,33,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,14,,174,1
10/4/22 1:08,10/4/22 1:14,0,100,385,1,10/4/22 1:14,R_3Icx7TklupnFcOl,Trafford,United Kingdom,4,5,1,5,5,3,3,5,4,33,,4,5,3,5,4,4,5,5,5,5,5,5,5,5,3,4,5,4,2,10,14,,177,1
10/4/22 3:15,10/4/22 3:21,0,100,323,1,10/4/22 3:21,R_31GBd5uuxnovGHs,London,United Kingdom,3,3,1,3,2,3,2,2,3,33,,1,2,3,3,3,3,3,3,3,4,2,4,4,3,4,4,4,2,3,7,14,,176,1
10/4/22 5:32,10/4/22 5:37,0,100,344,1,10/4/22 5:37,R_2dtOLDGDRQlGJQe,Manchester,United Kingdom,3,3,2,2,2,2,1,2,1,33,,3,3,2,2,2,2,2,2,2,3,1,3,6,6,2,2,3,4,3,8,14,,177,1
10/4/22 9:28,10/4/22 9:33,0,100,292,1,10/4/22 9:33,R_1LInXFvjQ0a74dW,Montreal,Canada,5,2,1,3,2,2,2,2,2,33,,2,2,1,3,3,2,3,3,2,3,3,4,3,3,3,2,3,3,2,8,14,,177,1
10/4/22 9:35,10/4/22 9:44,0,100,531,1,10/4/22 9:44,R_VO7qj2oSYWDhBpT,City of London,United Kingdom,4,3,1,5,3,3,2,3,2,33,,4,4,4,4,4,2,3,3,4,4,3,4,6,6,3,2,4,6,6,7,12,,177,1
10/4/22 9:46,10/4/22 9:56,0,100,590,1,10/4/22 9:56,R_2xFewmPDKlKfCN2,Atlanta,United States,3,3,2,4,2,3,2,2,2,33,,2,2,2,4,2,2,4,4,4,4,4,4,4,4,3,4,4,3,2,8,12,,177,1
10/4/22 10:29,10/4/22 10:34,0,100,254,1,10/4/22 10:34,R_2f9HBrXcP3LUU8G,Seattle,United States,2,2,2,2,1,2,1,2,2,33,,2,2,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,4,2,8,14,,175,1
10/4/22 10:27,10/4/22 10:35,0,100,434,1,10/4/22 10:35,R_2zRSNDOI4M2I2fM,City of London,United Kingdom,5,3,1,4,3,3,2,2,2,33,,4,4,4,4,4,2,4,4,4,4,2,4,4,2,4,5,4,3,2,10,12,,177,1
10/4/22 10:28,10/4/22 10:35,0,100,422,1,10/4/22 10:35,R_1FE2QCdozE0atID,Cumming,United States,3,2,3,2,1,2,1,2,2,33,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,8,12,"There doesn't seem to be an overall Biogen strategy for data.  Systems are not integrated, data is not leveraged, lots of rework due to inability to properly utilize data.",177,1
10/4/22 10:26,10/4/22 10:36,0,100,579,1,10/4/22 10:36,R_2f0RGkr3kj2HvLL,Boston,United States,3,1,2,3,1,3,1,1,1,33,,2,1,2,1,6,1,2,2,2,3,1,2,2,2,3,3,3,6,1,7,14,,177,1
10/4/22 10:31,10/4/22 10:38,0,100,460,1,10/4/22 10:38,R_1H2IYxRmrnnx40O,Washington,United States,5,5,2,4,4,3,2,4,3,33,,4,4,4,2,3,2,4,4,4,4,4,4,4,4,3,4,4,2,2,8,11,,177,1
10/4/22 10:27,10/4/22 10:38,0,100,690,1,10/4/22 10:39,R_1flvf9z1dkbSCaB,Montreal,Canada,3,1,1,2,1,2,2,2,2,33,,2,2,2,1,2,1,1,1,2,2,1,3,3,3,2,2,6,2,1,7,13,Envision Biogen as a pioneer in data driven drug development. There are silos of data sources with which divisions operate. Suggest workshops within departments to walk through cases step by step where data has impacted strategy & delivery and how these were generated/leveraged. ,177,1
10/4/22 10:29,10/4/22 10:39,0,100,631,1,10/4/22 10:39,R_1F8Pf2NvMNym549,Vienna,Austria,3,3,1,4,3,3,2,3,3,33,,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,4,5,2,2,8,14,,177,1
10/4/22 10:28,10/4/22 10:43,0,100,904,1,10/4/22 10:43,R_qOsAudwujCHoiOJ,Boston,United States,3,2,1,4,3,3,2,2,2,33,,3,4,2,4,3,2,3,2,4,4,4,4,4,6,2,3,2,2,2,7,6,Review details and provide access to everyone at Biogen.  Not easily accessible.,173,1
10/4/22 10:29,10/4/22 10:43,0,100,849,1,10/4/22 10:43,R_3PY6NNjgik1pAdo,Arlington,United States,4,4,4,2,2,2,2,2,2,33,,2,2,2,4,2,4,4,4,4,4,4,4,4,6,3,4,6,3,1,8,13,Understanding a long-range vision of the ecosystem,180,1
10/4/22 10:29,10/4/22 10:44,0,100,881,1,10/4/22 10:44,R_AhY791filaWEojD,Boston,United States,3,1,3,4,2,3,2,2,2,33,,2,2,6,6,6,6,6,6,2,2,6,2,2,6,3,4,6,6,3,7,14,,175,1
10/4/22 10:30,10/4/22 10:45,0,100,875,1,10/4/22 10:45,R_yR5hYSbjIZgf18B,Montreal,Canada,5,4,1,3,2,3,2,2,2,33,,4,4,2,3,2,2,4,4,4,3,3,4,4,4,3,3,6,6,3,8,14,,177,1
10/4/22 10:28,10/4/22 10:46,0,100,1081,1,10/4/22 10:46,R_3MJtqQN4h01cipz,Shrewsbury,United States,3,5,2,3,4,5,2,2,3,33,,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,6,6,6,7,11,N/A,177,1
10/4/22 9:28,10/4/22 10:55,0,100,5189,1,10/4/22 10:55,R_1n2CW8HlXquOi6i,Washington,United States,4,3,1,4,4,2,2,2,2,33,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,8,6,,177,1
10/4/22 11:25,10/4/22 11:44,0,100,1143,1,10/4/22 11:44,R_3rYQUvPT7eFKAT0,Los Angeles,United States,2,2,3,2,2,2,2,1,2,33,,2,2,3,2,1,2,2,2,2,2,6,1,1,6,2,2,2,4,1,7,14,"We rely too heavily on external partners to capture, store and provide data, which results in our inability to fully capitalize our own data.  I am frequently handicapped in planning and decision making by a lack of access to data generated, even within my own space.  Biogen lacks internal infrastructure to capture and use its own data.",177,1
10/3/22 12:58,10/4/22 12:36,0,100,85061,1,10/4/22 12:36,R_2PpSYACSshPHlgh,Chicago,United States,1,1,2,5,2,3,2,2,3,33,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,7,14,,175,1
10/4/22 13:45,10/4/22 14:03,0,100,1053,1,10/4/22 14:03,R_WeaIEPQOzJwYpMZ,Plano,United States,3,2,1,4,4,3,3,4,2,33,,4,4,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,6,6,7,14,,177,1
10/5/22 4:21,10/5/22 4:29,0,100,481,1,10/5/22 4:29,R_ahLDd4EQYTHAnXH,Zurich,Switzerland,4,4,3,4,4,2,1,2,2,33,,4,4,2,4,2,4,4,4,4,4,2,4,4,2,3,4,4,4,3,9,14,Biogen just needs invest more in maintaining data flows for end user applications.  ,186,1
10/5/22 5:14,10/5/22 5:17,0,100,180,1,10/5/22 5:17,R_sXabnqRvv7SMtnX,London,United Kingdom,2,3,2,3,3,2,2,2,2,33,,2,2,6,6,2,6,2,2,2,2,2,2,2,2,2,3,3,3,3,8,11,,177,1
10/5/22 5:31,10/5/22 5:38,0,100,393,1,10/5/22 5:38,R_OfkSnN7E6MIgE0x,London,United Kingdom,3,4,3,4,3,3,3,3,2,33,,2,3,3,4,4,2,3,3,3,4,3,4,3,3,2,3,4,4,1,10,6,n/a,177,1
10/5/22 5:58,10/5/22 6:02,0,100,259,1,10/5/22 6:02,R_3j8PQNUOV15PsYc,Manchester,United Kingdom,2,1,2,4,1,2,1,1,1,33,,1,1,1,1,2,1,2,2,2,2,1,1,6,6,2,4,4,5,2,8,13,,177,1
10/5/22 5:58,10/5/22 6:03,0,100,295,1,10/5/22 6:03,R_3rNAXxzKnyNbJs7,Phoenixville,United States,3,3,2,2,4,3,2,2,1,33,,4,4,3,3,3,3,3,4,4,3,2,2,5,4,3,4,4,2,4,9,11,,177,1
10/5/22 5:59,10/5/22 6:04,0,100,262,1,10/5/22 6:04,R_3r0YDMVPd4R8zhJ,Miami,United States,3,4,3,4,4,4,4,4,3,33,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,9,14,,174,1
10/5/22 5:57,10/5/22 6:04,0,100,456,1,10/5/22 6:04,R_1GvlA59yJpEpj1f,Arlington,United States,4,4,5,5,4,4,4,4,4,33,,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,2,10,11,,176,1
10/5/22 5:58,10/5/22 6:06,0,100,471,1,10/5/22 6:06,R_2Cj3Y4d06Ecutnr,Munich,Germany,3,4,1,3,3,2,2,2,2,33,,3,3,2,2,2,2,2,2,4,3,3,3,2,3,4,3,5,4,2,9,14,,175,1
10/5/22 5:58,10/5/22 6:07,0,100,551,1,10/5/22 6:07,R_3CamE6kSUwNLzyx,Washington,United States,2,2,2,2,3,1,2,2,2,33,,2,2,1,3,2,1,3,2,3,3,1,2,2,2,2,2,3,4,2,7,14,"Data Legacy - how it is accessed, stored and archived for future use - is a challenge at Biogen;  Also, dependency on external vendors and their capabilities limit our ability to combine across those experiences, there seems to be a lack of a data warehouse/lake option within Biogen that seems to limit our ability, and organizational dependency upon non-mineable formats such as SharePoint and MS Project to store important data seems to have a negative impact on our data legacy.",177,1
10/5/22 5:58,10/5/22 6:11,0,100,789,1,10/5/22 6:11,R_eVzvIld2rsfKNkB,Moscow,Russia,3,3,3,3,3,3,3,2,2,33,,3,3,3,3,2,3,4,5,4,5,4,5,5,3,3,3,4,3,3,9,6,,143,1
10/5/22 5:59,10/5/22 6:19,0,100,1187,1,10/5/22 6:19,R_2DZibb3iSgA2i0C,Rotselaar,Belgium,2,2,2,1,1,2,2,3,3,33,,2,2,6,2,2,3,3,3,3,3,3,3,3,3,2,1,6,1,1,8,14,"Biogen should have a fully integrated CTMS that includes all information related to our investigative sites (start-up metrics, recruitment metrics, feasibility, KME status, quality concerns, etc.)",177,1
10/5/22 6:04,10/5/22 6:28,0,100,1477,1,10/5/22 6:28,R_3RsTpsnUA2ViL71,Mexico City,Mexico,3,1,1,2,2,2,2,3,3,33,,2,1,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,1,10,14,The main challenge is to access the Vendor's databases and clean the wrong or incongruent data into the database,174,1
10/5/22 5:45,10/5/22 6:47,0,100,3703,1,10/5/22 6:47,R_4O6Q9QyoSB6JYE9,Cleveland,United States,4,2,4,4,2,4,2,2,2,33,,2,3,3,2,3,2,4,4,4,4,4,4,4,3,3,2,2,3,1,8,14,,183,1
10/5/22 7:55,10/5/22 8:03,0,100,478,1,10/5/22 8:03,R_2PnhXXtpmHUTTur,Boston,United States,3,2,3,4,2,2,2,2,1,33,,3,4,3,3,3,2,3,3,3,2,2,3,4,4,3,2,3,3,2,8,11,"New project address data management to protect, archive and share data as part of the architecture.  Legacy systems is where we have the most challenge.",123,1
10/5/22 8:16,10/5/22 10:09,0,100,6775,1,10/5/22 10:09,R_3Dw5MWlcGPVNGrv,Cape Neddick,United States,4,2,4,1,2,2,2,1,1,33,,2,2,2,6,2,2,2,2,2,2,2,2,2,2,4,3,6,3,6,8,14,,199,1
10/5/22 8:08,10/5/22 11:12,0,100,11040,1,10/5/22 11:12,R_zU4UALoe17ckqaJ,Manchester,United Kingdom,4,5,3,4,3,5,4,4,3,33,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,6,4,2,8,11,,175,1
10/5/22 14:12,10/5/22 14:16,0,100,263,1,10/5/22 14:16,R_1QhBVoNzl3DWizq,New York,United States,4,3,3,3,2,2,1,2,3,33,,4,4,6,6,2,6,6,6,6,6,2,6,6,6,2,3,6,6,6,8,14,,199,1
10/5/22 15:04,10/5/22 15:15,0,100,640,1,10/5/22 15:15,R_1FEdfeEsAleMUXZ,Cumming,United States,4,4,1,3,2,3,2,2,2,33,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,14,,175,1
10/6/22 3:57,10/6/22 4:04,0,100,454,1,10/6/22 4:04,R_3CKWI8l3IuE9gdz,London,United Kingdom,5,4,3,3,2,3,2,4,3,33,,2,2,3,3,3,2,2,2,2,3,3,4,4,4,3,4,3,3,6,7,12,N/A,132,1
10/6/22 5:04,10/6/22 5:10,0,100,339,1,10/6/22 5:10,R_1NztNVOr9tiKoR8,Kassel,Germany,3,3,2,4,2,3,2,2,2,33,,2,2,2,2,2,2,2,2,2,4,1,4,2,3,3,2,4,4,2,7,14,,142,1
10/6/22 8:49,10/6/22 8:58,0,100,535,1,10/6/22 8:58,R_2aCAOQZXeRfmFa3,Boston,United States,4,3,4,4,4,3,2,3,2,33,,4,4,2,3,2,2,2,3,2,3,2,3,3,3,3,4,4,3,3,9,11,No additional comments,177,1
10/3/22 11:12,10/6/22 9:40,0,100,253694,1,10/6/22 9:40,R_2ZHTXR1hem0dtob,Boston,United States,2,1,1,2,1,2,1,1,1,33,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,7,14,,177,1
10/6/22 8:59,10/6/22 9:40,0,100,2478,1,10/6/22 9:40,R_1dtrIt7S2x16ghS,Milan,Italy,5,4,3,5,3,3,2,3,3,33,,5,4,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,2,3,9,13,,177,1
10/4/22 12:34,10/6/22 9:41,0,100,162453,1,10/6/22 9:42,R_25EgKZLHSYFWE2t,Arlington,United States,3,3,4,4,3,3,4,4,3,33,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,10,13,,177,1
10/6/22 9:36,10/6/22 9:43,0,100,389,1,10/6/22 9:43,R_3gLb2dfcKzsGDma,Arlington,United States,5,4,2,5,3,4,2,3,2,33,,4,4,3,3,4,4,3,3,3,3,4,4,3,3,4,4,5,4,2,10,6,,177,1
10/6/22 9:37,10/6/22 9:43,0,100,383,1,10/6/22 9:43,R_27KbbtwNj8Xt78a,Fort Lauderdale,United States,4,4,1,4,3,4,3,3,3,33,,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,4,6,6,8,14,,143,1
10/6/22 9:38,10/6/22 9:44,0,100,341,1,10/6/22 9:44,R_3GlFUgJm1zca0JP,Boston,United States,3,4,2,5,4,3,2,3,2,33,,4,4,3,2,4,2,4,4,6,5,5,5,6,6,3,4,4,3,2,8,11,,190,1
10/6/22 9:34,10/6/22 9:44,0,100,591,1,10/6/22 9:44,R_3e5ePoJMA9Kqt50,Milan,Italy,3,3,1,4,2,2,3,4,3,33,,4,4,4,2,3,2,3,3,3,4,3,4,4,4,3,3,4,3,3,8,12,,177,1
10/6/22 9:35,10/6/22 9:46,0,100,697,1,10/6/22 9:46,R_0pp09zL3wQ6Y0gx,Washington,United States,4,3,3,4,4,3,3,4,4,33,,4,4,3,5,4,4,5,5,5,5,5,4,4,4,3,4,4,4,2,10,13,I believe there is a need for up to date systems that are consuming data from third party vendors and CROs for example CTMS. In my function I can see the need for an updated CTMS that could be utilized across R&D. There are a good amount of functions utilizing TPVs for specific processes that could be consolidated into a user friendly data eco system with a better overarching system in place. ,175,1
10/6/22 9:34,10/6/22 9:48,0,100,835,1,10/6/22 9:48,R_86w7mOuU9Alamqt,New York,United States,3,4,3,3,5,3,3,3,3,33,,5,5,6,5,5,6,5,5,5,5,6,5,5,6,5,5,6,6,2,11,13,,177,1
10/6/22 9:34,10/6/22 10:06,0,100,1924,1,10/6/22 10:06,R_1hEef7cpMbW8ELF,Boston,United States,3,2,2,3,3,2,2,3,2,33,,3,3,3,4,2,3,3,4,6,6,6,6,6,6,4,4,6,4,6,8,6,"As someone relatively new to the organization, I initially found the data ecosystem here to be a bit fragmented and challenging to fully comprehend initially, especially given the loss of institutional knowledge with higher turnover.  No specific suggestions, but feel that any effort toward simplifying/consolidating/defining the ecosystem would be beneficial (i.e., how do we define the data elements, what is the source system, who is the owner/point of contact for questions/issues, etc.)",174,1
10/6/22 10:30,10/6/22 10:44,0,100,855,1,10/6/22 10:44,R_11ZJWFYRetJqeMw,Boston,United States,3,2,2,3,1,2,1,1,2,33,,1,1,2,6,6,6,6,6,6,6,6,1,1,6,3,1,6,6,6,7,12,"PON/PON 2.0 (Process Owner Network) is extremely difficult to find and use, and it always seems to be outdated. Synapse has a terrible search function.",195,1
10/10/22 5:10,10/10/22 5:13,0,100,219,1,10/10/22 5:13,R_2VxXqbKGcF1ffhQ,Boston,United States,4,1,1,1,1,2,1,1,1,33,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,2,7,12,,177,1
10/10/22 9:32,10/10/22 9:36,0,100,236,1,10/10/22 9:36,R_1LFnNmlYmhULwfg,Kassel,Germany,5,5,1,4,4,3,3,4,4,33,,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,9,13,,177,1
10/10/22 9:31,10/10/22 9:37,0,100,390,1,10/10/22 9:38,R_3KUc8hAlToW931r,Manchester,United Kingdom,4,1,2,5,2,2,2,1,1,33,,2,2,2,2,3,6,6,6,1,2,2,2,3,3,4,4,5,4,2,8,12,,177,1
10/5/22 1:37,10/10/22 9:38,0,100,460867,1,10/10/22 9:38,R_1LArRYTaMdpWkSD,Frankfurt,Germany,3,3,1,3,2,3,2,3,2,33,,2,2,6,6,6,6,6,6,6,6,6,6,6,6,3,2,6,6,6,8,14,,177,1
10/10/22 9:32,10/10/22 9:40,0,100,491,1,10/10/22 9:40,R_uyRL26S2SUVD4zv,Boston,United States,3,5,3,5,4,3,4,3,3,33,,4,4,4,4,4,4,4,4,4,4,4,4,6,6,3,4,5,3,3,10,11,,194,1
10/10/22 9:33,10/10/22 9:41,0,100,499,1,10/10/22 9:41,R_1fiJzP7WjBopbEg,Boston,United States,2,2,1,2,2,2,1,2,1,33,,2,2,1,2,2,1,2,2,2,4,2,4,6,6,2,2,3,2,2,8,13,There needs to be a single platform that we can access all data,173,1
10/10/22 9:49,10/10/22 9:58,0,100,516,1,10/10/22 9:58,R_2B96OAKDH2zATPa,Atlanta,United States,2,3,2,1,1,2,2,2,1,33,,2,2,3,3,1,3,1,1,1,1,1,3,3,3,2,2,3,6,1,7,14,,177,1
10/10/22 10:05,10/10/22 10:17,0,100,734,1,10/10/22 10:17,R_2wMstH2ezBn8Iv0,Arlington,United States,2,1,5,1,1,2,2,2,1,33,,2,2,4,2,2,2,1,1,3,2,2,1,3,2,2,2,3,5,1,10,6,"The Biogen data ecosystem is not designed to support studies outside of Phase I-IV such as registries, real world data, digital, imaging and genomics. ",195,1
10/10/22 10:19,10/10/22 10:50,0,100,1885,1,10/10/22 10:50,R_3FJU2EmbKQLkzYG,Boston,United States,4,4,2,2,5,2,2,2,1,33,,3,4,4,4,4,6,3,6,4,6,2,3,6,6,4,4,4,3,1,10,6,,194,1
10/10/22 10:56,10/10/22 11:01,0,100,292,1,10/10/22 11:01,R_vChtubbN7CclFKx,Toronto,Canada,2,3,2,2,1,2,2,2,2,33,,2,2,2,2,1,1,2,2,2,2,2,1,1,3,2,2,2,3,1,7,14,,177,1
10/5/22 15:09,10/10/22 11:18,0,100,418145,1,10/10/22 11:18,R_2BsvS2jxTAyLWPG,Secaucus,United States,4,3,2,4,3,3,2,2,2,33,,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,3,6,3,3,7,14,,177,1
10/10/22 12:46,10/10/22 12:49,0,100,178,1,10/10/22 12:49,R_d4FT7xpGnxnY7df,Brixworth,United Kingdom,4,1,1,2,2,2,1,1,1,33,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,7,14,,177,1
